pet_id,issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category
ANSL_66657,11-03-2016 00:00,31-03-2018 19:14,2,Tan,0.33,12.83,0,7,1,2
ANSL_54229,08-01-2016 00:00,28-07-2017 17:32,1,Tricolor,0.52,18.21,0,7,0,2
ANSL_66964,12-11-2017 00:00,24-02-2018 19:40,0,Black,0.43,43.87,0,1,1,2
ANSL_53067,11-05-2017 00:00,05-06-2018 18:43,0,Black,0.21,11.16,0,1,1,2
ANSL_74665,24-07-2013 00:00,21-08-2016 17:33,1,Black,0.51,7.92,13,9,0,1
ANSL_71257,12-11-2015 00:00,17-12-2017 15:36,0,Tortie,0.61,48.18,0,1,1,1
ANSL_73626,20-12-2006 00:00,24-01-2017 13:05,1,Blue Tabby,0.19,37.93,13,9,0,1
ANSL_70963,23-07-2017 00:00,31-08-2017 16:51,2,Black,0.43,37.41,13,9,0,1
ANSL_59338,30-06-2017 00:00,25-07-2018 18:27,1,Brown,0.52,12.64,0,1,0,2
ANSL_57140,26-11-2014 00:00,22-12-2016 12:44,1,Brown Tabby,0.63,12.65,0,1,0,1
ANSL_66295,04-07-2016 00:00,12-09-2016 15:09,2,Black,0.09,43.86,13,9,0,1
ANSL_63186,12-06-2016 00:00,01-02-2019 11:35,0,Lilac Point,0.48,28.13,0,1,1,1
ANSL_61723,26-07-2018 00:00,21-10-2018 18:00,0,Lynx Point,0.63,19.17,7,1,1,1
ANSL_64329,25-06-2018 00:00,28-09-2018 18:28,1,Brown Tabby,0.14,40.6,0,1,0,1
ANSL_59657,08-05-2014 00:00,11-06-2018 17:38,0,Tan,0.11,9.97,0,7,1,2
ANSL_53699,26-04-2015 00:00,31-05-2017 18:03,1,Black,0.07,7.13,0,1,0,1
ANSL_54452,05-04-2016 00:00,28-04-2018 00:00,1,Tan,0.44,25.66,13,9,0,2
ANSL_74213,18-07-2015 00:00,05-12-2017 12:13,0,Brown,0.03,49.89,7,1,1,2
ANSL_72298,26-11-2014 00:00,22-12-2017 12:50,1,White,0.53,5.55,0,1,0,2
ANSL_63049,11-11-2013 00:00,08-12-2016 13:01,2,Tan,0.1,14.18,13,9,1,2
ANSL_76840,18-07-2006 00:00,11-05-2019 13:17,0,Tan,0.13,36.47,7,1,1,2
ANSL_59847,05-07-2016 00:00,29-10-2016 18:40,0,Tortie,0.65,24.27,7,1,1,1
ANSL_73119,03-02-2012 00:00,25-02-2019 11:15,0,Brown,0.38,24.79,13,9,1,2
ANSL_58665,21-11-2011 00:00,27-07-2016 17:42,0,Tan,0.57,32.55,0,1,1,2
ANSL_65253,21-05-2017 00:00,15-06-2018 17:04,0,Tan,0.29,47.55,0,1,1,2
ANSL_69895,09-10-2016 00:00,26-01-2017 12:38,0,Brown Tabby,0.86,19.47,7,1,1,1
ANSL_62685,13-01-2016 00:00,07-02-2017 00:00,1,White,0.08,42.05,13,9,0,2
ANSL_61955,27-05-2017 00:00,18-07-2017 09:50,,Brown,0.15,41.83,15,4,2,4
ANSL_66365,20-03-2016 00:00,15-02-2017 00:00,0,Tricolor,0.15,43.25,13,9,1,2
ANSL_58711,06-06-2017 00:00,29-06-2018 09:39,,Red,0.31,11.52,15,4,2,4
ANSL_57183,19-08-2015 00:00,13-09-2016 17:03,0,Brown,0.65,32.6,0,1,1,2
ANSL_63233,07-03-2017 00:00,11-04-2018 14:58,,Torbie,0.82,32.45,0,3,2,1
ANSL_68125,09-07-2017 00:00,31-05-2018 16:32,2,Gray,0.15,9.31,11,4,0,1
ANSL_74209,28-04-2017 00:00,21-08-2017 13:53,0,Black,0.66,44.29,13,9,1,2
ANSL_54321,03-04-2018 00:00,09-05-2018 16:50,2,Apricot,0.4,19.31,13,9,0,2
ANSL_57730,09-03-2017 00:00,23-05-2017 17:53,0,Black,0.69,18.41,0,1,1,2
ANSL_53203,23-04-2018 00:00,28-07-2018 17:06,1,Fawn,0.78,17.09,0,7,0,2
ANSL_59309,11-10-2016 00:00,29-01-2017 18:24,1,Orange Tabby,1,24.79,7,1,0,1
ANSL_75873,20-03-2016 00:00,20-04-2019 10:52,1,Tan,0.09,13.46,13,9,0,2
ANSL_74862,26-05-2017 00:00,11-08-2017 17:43,0,Brown,0.31,46.76,7,1,1,2
ANSL_52961,14-08-2016 00:00,05-12-2016 18:45,1,Red,0.36,20.98,0,7,0,2
ANSL_64026,25-05-2005 00:00,19-09-2018 18:51,1,White,0.57,38.59,0,8,0,2
ANSL_58740,28-12-2016 00:00,16-02-2018 17:58,1,Black,0.15,24.36,0,1,0,2
ANSL_70256,27-10-2014 00:00,23-11-2016 13:29,1,Black,0.84,40.81,13,9,0,2
ANSL_72734,22-03-2007 00:00,22-04-2017 09:30,2,Brown Tabby,0.32,46.3,18,4,1,1
ANSL_69767,28-02-2017 00:00,05-08-2017 18:12,0,Black,0.11,42.77,0,1,1,2
ANSL_61315,15-09-2015 00:00,16-10-2016 18:22,0,Brown,0.45,48.87,0,7,1,2
ANSL_72551,18-09-2016 00:00,24-10-2016 15:04,2,Black,0.21,37.92,13,9,0,1
ANSL_50893,31-12-2005 00:00,19-04-2017 17:23,0,Black,0.17,44.86,7,1,1,2
ANSL_59436,11-07-2016 00:00,28-10-2018 17:17,1,Black,0.34,14.82,0,1,0,1
ANSL_71167,27-08-2014 00:00,19-09-2016 13:17,2,Black,0.11,10.08,18,4,0,2
ANSL_70962,25-09-2018 00:00,16-01-2019 17:34,0,White,0.7,22.82,13,9,1,2
ANSL_63301,29-07-2016 00:00,28-10-2016 16:47,0,Orange Tabby,0.32,44.27,0,1,1,1
ANSL_73569,08-06-2017 00:00,30-06-2018 09:00,0,Brown Tabby,0.24,32.72,16,9,1,1
ANSL_72443,03-12-2015 00:00,23-12-2016 12:57,,Brown,0.17,45.24,15,4,2,4
ANSL_59766,27-07-2017 00:00,08-09-2017 16:48,2,Brown Tabby,0.92,23.09,13,9,0,1
ANSL_74783,21-08-2016 00:00,24-01-2018 18:55,0,Brown Tabby,0.53,42.6,0,7,1,1
ANSL_53174,19-12-2015 00:00,09-01-2017 14:17,1,White,0.68,11.67,0,7,0,2
ANSL_61781,31-12-2015 00:00,23-01-2019 17:12,2,Black,0.28,27.29,0,7,0,2
ANSL_67191,29-11-2016 00:00,07-01-2017 16:25,2,Orange Tabby,0.03,31.87,13,9,0,1
ANSL_57193,01-01-2017 00:00,23-01-2018 09:00,2,Brown Tabby,0.16,25.41,16,9,1,1
ANSL_73865,20-10-2006 00:00,12-11-2016 12:07,2,Buff,0.6,11.39,0,7,1,2
ANSL_64366,09-12-2016 00:00,18-03-2017 12:54,1,Black,0.54,42.81,0,1,0,1
ANSL_56737,14-07-2018 00:00,26-11-2018 11:26,1,Orange Tabby,0.02,20.72,7,1,0,1
ANSL_52971,09-05-2015 00:00,20-12-2016 16:25,1,White,0.94,17.22,0,1,0,2
ANSL_55802,14-05-2014 00:00,08-06-2017 11:36,1,White,0.27,34.17,13,9,0,2
ANSL_57485,10-08-2016 00:00,29-10-2016 19:12,2,Brown Tabby,0.07,38.91,0,1,0,1
ANSL_64528,26-09-2016 00:00,25-10-2018 16:47,1,Black,0.43,13.97,0,1,0,2
ANSL_65303,09-08-2014 00:00,24-11-2018 13:12,1,Black,0.46,40.75,0,1,0,1
ANSL_72991,30-05-2009 00:00,24-01-2019 18:13,0,White,0.95,24.47,0,7,1,2
ANSL_75698,20-03-2017 00:00,15-04-2019 17:06,1,White,0.18,37.81,0,1,0,2
ANSL_52532,21-07-2015 00:00,18-09-2016 13:23,0,Black,0.32,28.92,0,1,1,1
ANSL_72822,29-02-2012 00:00,17-04-2018 16:00,1,Black,0.22,49.82,0,1,0,2
ANSL_64138,08-06-2018 00:00,17-11-2018 14:10,1,Black,0.61,47.49,13,9,0,2
ANSL_51279,11-11-2014 00:00,19-10-2017 12:52,0,White,0.55,36.63,0,1,1,2
ANSL_50038,30-01-2012 00:00,02-03-2018 16:16,0,Tan,0.97,27.33,0,1,1,2
ANSL_61510,27-10-2016 00:00,27-01-2017 18:27,0,Brown Tabby,0.14,12.05,0,1,1,1
ANSL_63531,12-06-2016 00:00,26-09-2016 08:33,0,Black,0.72,44.49,7,1,1,1
ANSL_64901,25-06-2017 00:00,16-07-2018 09:00,0,Brown Tabby,0.67,5.53,16,9,1,1
ANSL_73915,03-11-2017 00:00,26-11-2017 16:39,,Brown Tabby,0.48,47.4,13,9,2,1
ANSL_52850,01-03-2015 00:00,20-03-2017 18:03,0,Cream,0.14,46.76,0,7,1,2
ANSL_69446,14-08-2016 00:00,17-09-2017 13:53,1,Black,0.3,22.94,0,1,0,2
ANSL_72561,23-04-2017 00:00,13-01-2018 18:52,2,Brown,0.44,17.22,0,7,0,2
ANSL_55559,01-05-2018 00:00,30-01-2019 13:14,1,Blue,0.5,25.88,13,9,0,2
ANSL_74488,29-11-2015 00:00,12-10-2016 10:20,0,Black,0.19,19.46,13,9,1,2
ANSL_61702,10-10-2018 00:00,06-01-2019 13:15,0,Blue Tabby,0.86,25.5,0,1,1,1
ANSL_59060,07-07-2018 00:00,12-01-2019 17:03,1,Black,0.43,32.63,0,1,0,2
ANSL_59134,21-11-2015 00:00,12-12-2017 09:00,,Brown,0.98,39.32,15,4,2,4
ANSL_52409,15-07-2017 00:00,07-08-2017 17:07,,Brown Tabby,0.74,35.36,13,9,2,1
ANSL_65355,29-05-2011 00:00,28-06-2017 12:49,1,Brown,0.21,38.43,0,7,0,2
ANSL_58753,23-09-2018 00:00,17-12-2018 18:50,1,Black,0.44,33.9,0,1,0,2
ANSL_73466,09-04-2009 00:00,31-08-2017 18:37,0,White,0.76,26.43,0,7,1,2
ANSL_74145,04-01-2017 00:00,29-01-2018 17:59,0,Black,0.73,18.8,0,1,1,2
ANSL_72459,03-09-2016 00:00,25-09-2017 14:39,2,Seal Point,0.32,22.42,18,4,1,1
ANSL_70012,14-09-2008 00:00,15-10-2016 16:44,0,White,0.06,32.81,0,1,1,2
ANSL_63798,25-11-2012 00:00,17-12-2017 14:49,2,Black,0.2,20.41,0,7,0,2
ANSL_52970,05-09-2018 00:00,15-12-2018 17:55,1,Tan,0.1,39.85,0,1,0,2
ANSL_67052,01-05-2013 00:00,13-10-2017 00:00,0,Red,0.91,20.21,0,7,1,2
ANSL_68779,15-10-2016 00:00,08-02-2017 17:39,0,Black Brindle,0.3,25.85,0,1,1,2
ANSL_73607,30-11-2014 00:00,21-12-2016 09:00,0,Black,0.99,12.52,16,9,1,1
ANSL_68627,15-01-2015 00:00,09-02-2018 18:36,0,Tan,0.18,49.1,0,1,1,2
ANSL_60004,19-04-2013 00:00,10-05-2018 16:04,1,Sable,0.09,21.49,13,9,0,2
ANSL_61301,07-06-2008 00:00,30-06-2017 10:19,1,White,0.13,36.67,0,7,0,2
ANSL_55877,20-03-2016 00:00,22-01-2017 17:30,1,Tricolor,0.77,34.49,13,9,0,2
ANSL_70036,06-06-2016 00:00,06-07-2017 19:13,0,Black,0.48,26.87,0,1,1,2
ANSL_73250,29-06-2018 00:00,17-08-2018 16:04,2,White,0.46,12.45,13,9,1,1
ANSL_63188,16-11-2012 00:00,27-04-2018 11:11,1,Black,0.39,5.63,0,7,0,2
ANSL_67461,28-06-2010 00:00,28-07-2017 00:00,1,Orange Tabby,0.56,10.28,13,9,0,1
ANSL_65004,31-08-2014 00:00,29-03-2018 15:49,0,Black,0.12,21.31,0,7,1,2
ANSL_58526,27-06-2010 00:00,15-04-2017 00:00,1,Brown Tabby,0.85,16.85,13,9,0,1
ANSL_55412,03-09-2018 00:00,14-10-2018 14:01,2,White,0.25,27.06,13,9,1,2
ANSL_53845,31-12-2018 00:00,24-03-2019 18:56,1,White,0.96,10.88,0,1,0,2
ANSL_57391,30-03-2017 00:00,27-12-2017 18:35,1,Tan,0.87,17.24,0,1,0,2
ANSL_61149,31-10-2014 00:00,28-04-2018 16:26,1,Red,0.71,37.29,13,9,0,2
ANSL_52099,21-02-2012 00:00,15-03-2017 17:56,1,Black,0.13,35.12,0,7,0,2
ANSL_70093,27-05-2016 00:00,29-03-2017 13:23,1,Brown,0.42,43.3,0,1,0,2
ANSL_66065,18-12-2016 00:00,12-01-2019 13:03,0,Blue,0.1,17.44,13,9,1,1
ANSL_58647,13-12-2011 00:00,24-02-2017 18:16,0,Red,0.76,49.08,7,1,1,2
ANSL_59944,17-01-2017 00:00,11-02-2019 16:18,1,Black,0.19,31.14,0,1,0,2
ANSL_72261,29-06-2008 00:00,20-02-2017 16:49,1,Red,0.91,10.85,0,1,0,2
ANSL_76058,02-06-2017 00:00,24-04-2019 16:37,1,Black,0.4,5.86,0,1,0,2
ANSL_67228,02-08-2015 00:00,30-08-2017 16:33,0,Brown Tabby,0.5,37.28,0,1,1,1
ANSL_56534,28-12-2017 00:00,09-02-2019 13:10,1,Black,0.06,8.85,0,1,0,2
ANSL_69071,29-06-2017 00:00,15-10-2017 12:15,0,Brown Tabby,0.75,9.71,0,1,1,1
ANSL_58820,20-10-2016 00:00,29-03-2017 11:35,0,Black,0.79,14.88,7,1,1,1
ANSL_60986,10-12-2018 00:00,03-04-2019 11:24,2,Gray,0.33,11.41,17,9,1,1
ANSL_69001,06-01-2015 00:00,12-12-2017 17:18,0,Black,0.37,39.34,0,1,1,2
ANSL_52957,19-03-2016 00:00,10-09-2016 17:03,1,Black,0.39,44.24,0,1,0,2
ANSL_51327,15-02-2018 00:00,10-05-2018 18:23,0,Tricolor,0.41,30.6,0,1,1,2
ANSL_66181,28-06-2016 00:00,18-07-2017 10:01,,Brown,0.13,7.52,15,4,2,4
ANSL_62430,28-10-2013 00:00,18-06-2018 15:12,2,Brown,0.8,26.28,0,7,0,2
ANSL_74623,05-10-2010 00:00,31-07-2016 11:25,1,White,0.59,12.84,13,9,0,2
ANSL_62888,10-04-2016 00:00,04-02-2017 18:27,0,Tan,0.58,25.1,0,1,1,2
ANSL_74418,31-05-2016 00:00,23-06-2017 09:44,,Brown,0.54,11.95,0,3,2,4
ANSL_71205,18-05-2017 00:00,14-06-2018 17:42,1,Tan,0.55,45.14,0,1,0,2
ANSL_70657,12-07-2015 00:00,11-08-2016 12:34,0,Black,0.41,34.2,13,9,1,2
ANSL_58329,16-08-2015 00:00,21-05-2017 19:04,1,White,0.4,32.9,0,1,0,2
ANSL_69840,09-09-2014 00:00,07-10-2016 12:10,2,Torbie,0.44,20.51,13,9,1,1
ANSL_60276,01-11-2016 00:00,21-12-2016 12:59,2,Orange Tabby,0.51,19.63,0,7,0,1
ANSL_61928,23-06-2016 00:00,04-10-2016 12:23,0,Blue,0.58,34.39,13,9,1,1
ANSL_66748,24-07-2016 00:00,10-10-2016 14:52,2,Brown Tabby,0.77,7.73,13,9,1,1
ANSL_66388,06-06-2014 00:00,07-07-2017 14:38,1,Brown,0.32,26.72,13,9,0,2
ANSL_51538,27-02-2014 00:00,20-03-2017 14:52,0,Tortie,0.52,48.5,0,7,1,1
ANSL_68804,28-04-2017 00:00,12-06-2017 09:48,2,Tortie,0.06,33.44,9,2,1,1
ANSL_62267,25-05-2017 00:00,27-03-2018 09:41,1,Blue,0.59,26.7,7,1,0,2
ANSL_54860,29-11-2016 00:00,17-04-2017 11:18,0,Cream Tabby,0.89,29.99,7,1,1,1
ANSL_74826,06-01-2018 00:00,02-05-2018 18:56,0,Black,0.86,10.41,0,1,1,2
ANSL_65837,20-10-2016 00:00,10-09-2017 00:00,2,Yellow,0.1,39.57,13,9,1,2
ANSL_66835,22-11-2016 00:00,18-12-2016 12:19,2,Black,0.38,9.33,13,9,0,1
ANSL_59334,01-10-2016 00:00,03-08-2017 00:00,0,Red,0.72,46.78,0,1,1,2
ANSL_65397,19-09-2013 00:00,12-10-2016 16:34,1,White,0.48,10.83,0,7,0,2
ANSL_76163,15-05-2012 00:00,27-04-2019 12:58,1,Black,0.27,10.77,0,7,0,1
ANSL_52509,15-04-2015 00:00,07-05-2018 09:00,0,Brown Tabby,0.15,41.7,16,9,1,1
ANSL_71489,25-09-2016 00:00,16-10-2017 09:00,0,Brown Tabby,0.86,33.32,16,9,1,1
ANSL_65422,21-12-2016 00:00,17-04-2017 12:34,1,Red,0.19,46.14,0,1,0,2
ANSL_76026,31-03-2013 00:00,23-04-2019 18:02,0,Black,0.86,14.83,0,7,1,2
ANSL_73518,06-07-2014 00:00,26-07-2016 18:02,0,Calico,0.92,9.4,0,7,1,1
ANSL_63283,10-07-2016 00:00,16-08-2017 13:39,1,Brown Tabby,0.03,36.84,0,1,0,1
ANSL_73477,15-02-2016 00:00,10-03-2018 12:47,0,Brown,0.89,31.71,0,7,1,2
ANSL_72273,26-09-2013 00:00,27-10-2018 18:54,0,Tan,0.84,42.41,0,7,1,2
ANSL_68688,29-09-2016 00:00,24-10-2017 16:57,0,White,0.82,11.86,0,1,1,2
ANSL_60955,03-05-2015 00:00,23-02-2018 16:06,1,Yellow,1,34.57,0,1,0,2
ANSL_69879,02-09-2016 00:00,03-06-2017 19:09,1,Blue Merle,0.4,49.29,0,7,0,2
ANSL_57260,20-10-2016 00:00,01-04-2019 15:58,0,Blue,0.42,43.13,0,1,1,2
ANSL_55463,14-08-2017 00:00,09-11-2017 12:09,1,Gold,0.62,37.64,0,1,0,2
ANSL_71108,14-07-2016 00:00,15-01-2017 14:58,1,Blue Tabby,0.58,39.07,0,1,0,1
ANSL_55522,09-06-2014 00:00,30-06-2017 14:28,2,Black,0.82,9.84,11,4,0,4
ANSL_50154,23-12-2017 00:00,20-10-2018 00:00,2,Black,0.59,41.79,13,9,1,4
ANSL_52934,02-03-2015 00:00,22-01-2019 15:07,1,Blue,0.85,30.09,0,7,0,2
ANSL_54441,01-01-2014 00:00,23-01-2018 16:18,2,Black,0.06,13.4,0,7,0,2
ANSL_70350,07-08-2018 00:00,03-12-2018 18:32,0,Black,0.25,26.94,0,1,1,2
ANSL_62840,26-05-2016 00:00,24-11-2016 16:17,0,White,0.91,39,13,9,1,2
ANSL_72458,21-07-2014 00:00,07-09-2017 13:18,0,Brown Brindle,0.82,21.31,0,7,1,2
ANSL_74457,25-03-2009 00:00,23-02-2017 12:08,0,Black,0.58,21.53,0,7,1,2
ANSL_61736,16-04-2008 00:00,21-05-2018 19:15,0,White,0.37,32.55,0,1,1,1
ANSL_56274,18-03-2012 00:00,26-04-2017 14:23,1,Brown,0.91,22.56,0,1,0,2
ANSL_67369,17-08-2016 00:00,09-09-2016 14:52,,White,0.44,28.3,13,9,2,1
ANSL_71648,12-09-2015 00:00,24-11-2016 13:13,0,Brown Tabby,0.56,22.13,0,1,1,1
ANSL_63611,11-06-2016 00:00,14-05-2017 13:27,1,Tan,0,13.99,0,1,0,2
ANSL_55525,14-10-2018 00:00,19-02-2019 13:00,0,Brown Tabby,0.37,16.24,0,1,1,1
ANSL_56261,21-03-2017 00:00,16-04-2018 17:05,0,Chocolate,0.44,8.77,0,1,1,2
ANSL_55390,10-10-2015 00:00,22-12-2017 18:54,0,Blue,0.79,41.75,0,7,1,2
ANSL_59084,14-03-2017 00:00,21-05-2018 15:00,1,White,0.09,22.7,0,1,0,2
ANSL_71239,25-12-2014 00:00,21-07-2016 19:01,0,Black,0.95,45.62,0,1,1,2
ANSL_64517,19-11-2009 00:00,10-12-2017 18:14,1,White,0.18,27.22,0,7,0,2
ANSL_76342,01-07-2018 00:00,24-04-2019 17:36,1,White,0.36,32.39,0,1,0,2
ANSL_66511,03-10-2015 00:00,08-08-2016 16:56,1,Blue Merle,0.22,16.38,0,7,0,2
ANSL_64402,25-03-2017 00:00,15-04-2018 11:27,,Brown,0.87,39.76,11,4,2,4
ANSL_75970,25-11-2018 00:00,22-04-2019 16:29,0,Torbie,0.48,23.84,0,1,1,1
ANSL_71983,22-12-2018 00:00,16-03-2019 16:06,1,Brown Tabby,0.33,40.69,0,1,0,1
ANSL_76726,10-06-2018 00:00,09-05-2019 17:16,0,Black,0.22,29.2,0,1,1,2
ANSL_51556,29-09-2010 00:00,20-10-2018 00:00,1,Orange Tabby,0.08,38.89,13,9,0,1
ANSL_65518,21-04-2015 00:00,27-07-2016 15:41,1,Black,0.56,26.14,0,7,0,2
ANSL_51985,07-04-2017 00:00,29-08-2017 08:22,,Red,0.78,9.26,0,3,2,4
ANSL_67464,29-07-2017 00:00,16-11-2017 17:55,1,Black,0.18,26.4,7,1,0,1
ANSL_63267,11-04-2017 00:00,05-03-2018 11:15,2,Brown,0.59,22.08,13,9,0,2
ANSL_64371,21-10-2017 00:00,23-11-2017 16:14,,Brown Tabby,0.01,19.06,13,9,2,1
ANSL_72154,12-08-2016 00:00,30-09-2018 18:44,0,Black,0.2,33.16,0,1,1,2
ANSL_62917,02-10-2015 00:00,01-11-2017 17:18,2,Brown Brindle,0.11,13.76,0,7,0,2
ANSL_57900,12-05-2018 00:00,29-09-2018 17:34,2,Black,0.81,45.37,0,1,1,1
ANSL_73533,11-06-2017 00:00,08-07-2018 00:00,1,Cream,0.32,18.28,13,9,0,2
ANSL_69029,17-12-2008 00:00,07-12-2018 14:00,0,Brown Tabby,0.79,24.58,0,1,1,1
ANSL_70551,06-06-2015 00:00,19-07-2017 18:58,0,Fawn,0.65,38.9,0,1,1,2
ANSL_65138,08-09-2016 00:00,14-10-2016 15:39,,Brown Tabby,0.51,12.92,13,9,2,1
ANSL_69476,17-05-2016 00:00,14-04-2017 13:05,1,White,0.83,7.51,13,9,0,2
ANSL_76408,17-09-2016 00:00,02-11-2017 18:17,1,Tan,0.16,32.14,0,1,0,2
ANSL_59002,17-07-2015 00:00,06-08-2016 16:40,,Red,0.45,33.86,15,4,2,4
ANSL_76421,07-02-2019 00:00,02-05-2019 17:43,1,Black,0.59,27.78,0,1,0,2
ANSL_54181,08-08-2018 00:00,12-12-2018 14:29,2,Black,0.12,8.05,7,1,1,4
ANSL_60286,15-07-2018 00:00,11-09-2018 12:49,2,Orange Tabby,0.28,7.07,13,9,0,1
ANSL_73133,17-09-2017 00:00,12-11-2017 15:40,2,Brown Tabby,0.97,41.53,13,9,1,1
ANSL_72234,25-08-2016 00:00,19-12-2016 17:50,1,Brown Brindle,0.06,28.33,0,1,0,2
ANSL_65788,24-06-2016 00:00,26-09-2016 09:29,2,Brown Tabby,0.53,41.89,7,1,0,1
ANSL_69669,28-07-2018 00:00,21-11-2018 13:33,2,Black,0.38,19.54,13,9,0,1
ANSL_60915,25-07-2016 00:00,17-12-2016 17:18,1,Brown Tabby,0.83,49.4,0,1,0,1
ANSL_71641,10-09-2018 00:00,12-12-2018 18:56,1,Brown Tabby,0.81,23.45,0,1,0,1
ANSL_50589,25-08-2014 00:00,10-03-2017 17:06,1,Black,0.27,29.15,0,1,0,2
ANSL_53882,27-03-2018 00:00,16-06-2018 11:18,1,White,0.04,29.21,0,1,0,2
ANSL_68485,09-04-2017 00:00,06-10-2017 22:03,0,Yellow,0.49,49.83,0,1,1,2
ANSL_61449,02-05-2016 00:00,23-05-2018 00:00,1,Black,0.87,22.21,13,9,0,2
ANSL_50173,17-07-2018 00:00,13-10-2018 17:28,2,Black,0.31,27.39,13,9,1,2
ANSL_54950,26-07-2016 00:00,08-12-2018 11:12,1,Black,0.91,29.6,0,7,0,2
ANSL_67624,04-07-2015 00:00,10-03-2017 00:00,1,Cream Tabby,0.97,11.77,13,9,0,1
ANSL_54480,24-03-2008 00:00,18-08-2018 18:01,0,Tan,0.31,46.7,0,1,1,2
ANSL_65124,24-06-2017 00:00,09-10-2017 14:03,1,Orange Tabby,0.43,33.57,0,1,0,1
ANSL_52358,26-08-2012 00:00,23-09-2018 22:33,2,Brown,0.65,20.44,0,7,0,2
ANSL_72077,22-07-2017 00:00,10-12-2017 09:28,0,Brown Tabby,0.58,16.47,7,1,1,1
ANSL_53414,27-03-2016 00:00,24-04-2017 15:34,1,Tricolor,0.94,47.47,0,1,0,2
ANSL_76606,07-04-2017 00:00,07-05-2019 12:25,1,Orange Tabby,0.28,31.37,13,9,0,1
ANSL_67194,31-10-2017 00:00,24-11-2018 11:38,,Brown,0.23,40.84,15,4,2,4
ANSL_71368,12-02-2017 00:00,23-02-2018 17:42,1,Brown Tabby,0.24,21.66,0,1,0,1
ANSL_64928,07-08-2017 00:00,03-01-2018 16:01,0,Calico,0.09,33.31,13,9,1,1
ANSL_52253,11-03-2015 00:00,30-03-2017 16:49,0,Red,0.59,15.44,0,7,1,2
ANSL_65234,23-08-2018 00:00,26-11-2018 00:00,1,Blue,0.2,35.86,13,9,0,1
ANSL_54094,17-05-2018 00:00,28-08-2018 18:24,0,Blue Merle,0.67,5.56,0,1,1,2
ANSL_54905,01-08-2017 00:00,30-09-2018 15:34,0,Brown,0.68,40.96,13,9,1,2
ANSL_70724,08-03-2010 00:00,29-03-2018 12:41,2,Chocolate,0.86,38.06,0,7,1,2
ANSL_72465,16-05-2015 00:00,18-06-2017 17:21,2,Black,0.12,44.56,1,4,1,2
ANSL_76162,23-07-2017 00:00,27-04-2019 12:02,1,Brown Tabby,0.98,33.17,0,1,0,1
ANSL_58725,26-01-2016 00:00,17-02-2018 09:00,0,Tortie,0.06,42.83,17,9,1,1
ANSL_56387,07-01-2007 00:00,20-05-2017 19:00,1,Tan,0.56,44.54,0,1,0,2
ANSL_76581,25-12-2014 00:00,06-05-2019 15:29,0,Chocolate,0.34,37.71,0,7,1,2
ANSL_74937,04-08-2016 00:00,31-10-2016 18:07,2,Calico,0.61,19.61,0,1,1,1
ANSL_54578,07-08-2016 00:00,06-09-2018 19:13,1,Chocolate,0.9,32.6,0,1,0,2
ANSL_61393,15-04-2017 00:00,25-05-2017 00:00,2,Brown Merle,0.59,18.91,13,9,0,2
ANSL_74260,18-09-2015 00:00,18-10-2016 19:16,2,Tan,0.32,7.54,13,9,0,2
ANSL_75371,29-11-2018 00:00,07-04-2019 18:05,0,Black,0.97,10.95,0,1,1,2
ANSL_74376,25-12-2013 00:00,30-01-2017 18:44,0,Black,0.09,22.63,0,7,1,2
ANSL_60267,23-05-2016 00:00,21-06-2018 17:45,1,Blue Tabby,0.11,22.64,0,1,0,1
ANSL_54496,02-05-2014 00:00,02-10-2016 18:02,1,Silver,0.88,13.52,0,7,0,2
ANSL_55309,30-06-2017 00:00,08-10-2017 16:47,0,Blue,0.34,6.23,0,1,1,1
ANSL_53041,05-07-2017 00:00,23-02-2018 17:02,1,Black,0.04,17.57,0,1,0,2
ANSL_56287,03-07-2016 00:00,30-09-2016 19:11,0,Brown Tabby,0.84,15.67,0,1,1,1
ANSL_67608,02-06-2018 00:00,28-01-2019 16:16,1,Brown,0.43,19.21,0,1,0,2
ANSL_57439,12-07-2017 00:00,13-09-2017 12:08,2,Black,0.95,26.21,13,9,0,1
ANSL_60436,02-01-2017 00:00,28-02-2017 00:00,2,Brown Tabby,0.4,32.05,8,2,0,1
ANSL_68242,18-03-2017 00:00,26-05-2018 00:00,1,Brown Brindle,0.96,23.32,13,9,0,2
ANSL_63684,20-08-2002 00:00,10-09-2016 15:55,0,Black,0.81,30.19,18,4,1,2
ANSL_62892,07-07-2014 00:00,31-07-2016 18:23,1,Tricolor,0.83,24.64,0,1,0,2
ANSL_54213,29-09-2018 00:00,20-11-2018 15:19,2,Blue Tabby,0.56,13.83,13,9,1,1
ANSL_57794,22-08-2018 00:00,16-11-2018 15:50,0,Brown Tabby,0.99,35.61,0,1,1,1
ANSL_58098,29-01-2003 00:00,20-03-2017 13:11,1,Orange Tabby,0.86,7.15,13,9,0,1
ANSL_63332,06-12-2017 00:00,11-01-2018 14:16,,Gray,0.25,49.28,13,9,2,1
ANSL_75695,18-01-2010 00:00,15-04-2019 17:33,1,Brown,0.9,43.14,0,7,0,2
ANSL_50186,25-05-2016 00:00,24-06-2017 16:23,1,White,0.58,10.04,0,7,0,2
